"id","name","type1_id","type2_id","stats_id","can_evolve","front_sprite","shiny_front_sprite","ability","ability_desc","hidden_ability","hidden_ability_desc","generation","weight"
820,"greedent",1,0,820,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/820.png","cheek-pouch","Restores HP upon eating a Berry, in addition to the Berry's effect.","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","viii",60
821,"rookidee",10,0,821,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/821.png","unnerve","Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use bug bite or pluck to eat a target's Berry.","big-pecks","This Pokémon's Defense cannot be lowered by other Pokémon.

This Pokémon can still be passed negative Defense modifiers through heart swap or guard swap.","viii",18
822,"corvisquire",10,0,822,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/822.png","unnerve","Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use bug bite or pluck to eat a target's Berry.","big-pecks","This Pokémon's Defense cannot be lowered by other Pokémon.

This Pokémon can still be passed negative Defense modifiers through heart swap or guard swap.","viii",160
823,"corviknight",10,17,823,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/823.png","unnerve","Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use bug bite or pluck to eat a target's Berry.","mirror-armor","No description available in English","viii",750
824,"blipbug",12,0,824,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/824.png","compound-eyes","This Pokémon's moves have 1.3× their accuracy.

This ability has no effect on the one-hit KO moves (fissure, guillotine, horn drill, and sheer cold).

Overworld: If the first Pokémon in the party has this ability, the chance of a wild Pokémon holding a particular item is raised from 50%, 5%, or 1% to 60%, 20%, or 5%, respectively.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","viii",80
825,"dottler",12,11,825,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/825.png","compound-eyes","This Pokémon's moves have 1.3× their accuracy.

This ability has no effect on the one-hit KO moves (fissure, guillotine, horn drill, and sheer cold).

Overworld: If the first Pokémon in the party has this ability, the chance of a wild Pokémon holding a particular item is raised from 50%, 5%, or 1% to 60%, 20%, or 5%, respectively.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","viii",195
826,"orbeetle",12,11,826,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/826.png","frisk","When this Pokémon enters battle, it reveals an opposing Pokémon's held item to all participating trainers.

In a double battle, if one opponent has an item, this Pokémon will Frisk that Pokémon; if both have an item, it will Frisk one at random.","telepathy","This Pokémon does not take damage from friendly Pokémon's moves, including single-target moves aimed at it.","viii",408
827,"nickit",16,0,827,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/827.png","unburden","When this Pokémon uses or loses its held item, its Speed is doubled.  If it gains another item or leaves battle, this bonus is lost.

This includes when the Pokémon drops its item because of knock off.  This bonus does not count as a stat modifier.  There is no notification when this ability takes effect.","stakeout","This Pokémon's moves have double power against Pokémon that switched in this turn.","viii",89
828,"thievul",16,0,828,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/828.png","unburden","When this Pokémon uses or loses its held item, its Speed is doubled.  If it gains another item or leaves battle, this bonus is lost.

This includes when the Pokémon drops its item because of knock off.  This bonus does not count as a stat modifier.  There is no notification when this ability takes effect.","stakeout","This Pokémon's moves have double power against Pokémon that switched in this turn.","viii",199
829,"gossifleur",4,0,829,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/829.png","regenerator","This Pokémon regains 1/3 of its maximum HP when it is switched out for another Pokémon under any circumstances other than having fainted.

This ability does not take effect when a battle ends.","effect-spore","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed, poisoned, or put to sleep, chosen at random.

Nothing is done to compensate if the move's user is immune to one of these ailments; there is simply a lower chance that the move's user will be affected.","viii",22
830,"eldegoss",4,0,830,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/830.png","regenerator","This Pokémon regains 1/3 of its maximum HP when it is switched out for another Pokémon under any circumstances other than having fainted.

This ability does not take effect when a battle ends.","effect-spore","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed, poisoned, or put to sleep, chosen at random.

Nothing is done to compensate if the move's user is immune to one of these ailments; there is simply a lower chance that the move's user will be affected.","viii",25
831,"wooloo",1,0,831,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/831.png","run-away","This Pokémon is always successful fleeing from wild battles, even if trapped by a move or ability.","bulletproof","Protects against bullet, ball, and bomb-based moves.","viii",60
832,"dubwool",1,0,832,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/832.png","steadfast","Whenever this Pokémon flinches, its Speed rises one stage.","bulletproof","Protects against bullet, ball, and bomb-based moves.","viii",430
833,"chewtle",3,0,833,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/833.png","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","viii",85
834,"drednaw",3,13,834,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/834.png","shell-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to battle armor.","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","viii",1155
835,"yamper",5,0,835,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/835.png","ball-fetch","No description available in English","rattled","This Pokémon's Speed rises one stage with each hit from a damaging dark-, ghost-, or bug-type move.","viii",135
836,"boltund",5,0,836,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/836.png","strong-jaw","Strengthens biting moves to 1.5× their power.","competitive","Raises Special Attack by two stages upon having any stat lowered.","viii",340
837,"rolycoly",13,0,837,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/837.png","heatproof","This Pokémon takes half as much damage from fire-type moves and burns.","flash-fire","This Pokémon is immune to fire-type moves.  Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle.

This ability has no effect while the Pokémon is frozen.  The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled.  Fire moves will ignore this Pokémon's substitute.  This ability takes effect even on non-damaging moves, i.e. will o wisp.","viii",120
838,"carkol",13,2,838,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/838.png","flame-body","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.","flash-fire","This Pokémon is immune to fire-type moves.  Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle.

This ability has no effect while the Pokémon is frozen.  The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled.  Fire moves will ignore this Pokémon's substitute.  This ability takes effect even on non-damaging moves, i.e. will o wisp.","viii",780
839,"coalossal",13,2,839,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/839.png","flame-body","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.","flash-fire","This Pokémon is immune to fire-type moves.  Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle.

This ability has no effect while the Pokémon is frozen.  The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled.  Fire moves will ignore this Pokémon's substitute.  This ability takes effect even on non-damaging moves, i.e. will o wisp.","viii",3105
840,"applin",4,15,840,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/840.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","bulletproof","Protects against bullet, ball, and bomb-based moves.","viii",5
841,"flapple",4,15,841,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/841.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","hustle","This Pokémon's physical moves do 1.5× as much regular damage, but have 0.8× their usual accuracy.

Special moves are unaffected.  Moves that do set damage, such as seismic toss, have their accuracy affected, but not their damage.

Overworld: If the lead Pokémon has this ability, higher-levelled Pokémon have their encounter rate increased.","viii",10
842,"appletun",4,15,842,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/842.png","gluttony","This Pokémon eats any held Berry triggered by low HP when it falls below 50% of its HP, regardless of the Berry's usual threshold.","thick-fat","This Pokémon takes half as much damage from fire- and ice-type moves.","viii",130
843,"silicobra",9,0,843,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/843.png","shed-skin","After each turn, this Pokémon has a 33% of being cured of any major status ailment.","sand-veil","During a sandstorm, this Pokémon has 1.25× its evasion, and it does not take sandstorm damage regardless of type.

The evasion bonus does not count as a stat modifier.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm.","viii",76
844,"sandaconda",9,0,844,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/844.png","shed-skin","After each turn, this Pokémon has a 33% of being cured of any major status ailment.","sand-veil","During a sandstorm, this Pokémon has 1.25× its evasion, and it does not take sandstorm damage regardless of type.

The evasion bonus does not count as a stat modifier.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved in a sandstorm.","viii",655
845,"cramorant",10,3,845,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/845.png","gulp-missile","No description available in English","","","viii",180
846,"arrokuda",3,0,846,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/846.png","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","propeller-tail","No description available in English","viii",10
847,"barraskewda",3,0,847,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/847.png","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","propeller-tail","No description available in English","viii",300
848,"toxel",5,8,848,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/848.png","static","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being paralyzed.

Pokémon that are immune to electric-type moves can still be paralyzed by this ability.

Overworld: If the lead Pokémon has this ability, there is a 50% chance that encounters will be with an electric Pokémon, if applicable.","klutz","In battle, this Pokémon cannot use its held item, nor will the item have any passive effect on the battle, positive or negative.  This Pokémon also cannot use fling.

The Speed cut from the iron ball and the effort items (the macho brace, power weight, power bracer, power belt, power lens, power band, and power anklet) is unaffected.  Items that do not directly affect the battle, such as the exp share, the amulet coin, or the soothe bell, work as usual.  All held items work as usual out of battle.

Other moves that use the held item, such as natural gift and switcheroo, work as usual.","viii",110
849,"toxtricity-amped",5,8,849,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/849.png","plus","This Pokémon has 1.5× its Special Attack if any friendly Pokémon has plus or minus.

This bonus does not count as a stat modifier.  If either ability is disabled by gastro acid, both lose their effect.","technician","This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less.  helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.","viii",400
850,"sizzlipede",2,12,850,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/850.png","white-smoke","This Pokémon cannot have its stats lowered by other Pokémon.

This ability does not prevent any stat losses other than stat modifiers, such as the Speed cut from paralysis; nor self-inflicted stat drops, such as the Special Attack drop from overheat; nor opponent-triggered stat boosts, such as the Attack boost from swagger.  This Pokémon can still be passed negative stat modifiers through guard swap, heart swap, or power swap.

This ability functions identically to clear body in battle.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved.","flame-body","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.","viii",10
851,"centiskorch",2,12,851,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/851.png","white-smoke","This Pokémon cannot have its stats lowered by other Pokémon.

This ability does not prevent any stat losses other than stat modifiers, such as the Speed cut from paralysis; nor self-inflicted stat drops, such as the Special Attack drop from overheat; nor opponent-triggered stat boosts, such as the Attack boost from swagger.  This Pokémon can still be passed negative stat modifiers through guard swap, heart swap, or power swap.

This ability functions identically to clear body in battle.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is halved.","flame-body","Whenever a move makes contact with this Pokémon, the move's user has a 30% chance of being burned.

Overworld: If any Pokémon in the party has this ability, each egg in the party has its hatch counter decreased by 2 (rather than 1) each step cycle, making eggs hatch roughly twice as quickly.  This effect does not stack if multiple Pokémon have this ability or magma armor.","viii",1200
852,"clobbopus",7,0,852,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/852.png","limber","This Pokémon cannot be paralyzed.

If a Pokémon is paralyzed and acquires this ability, its paralysis is healed; this includes when regaining a lost ability upon leaving battle.","technician","This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less.  helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.","viii",40
853,"grapploct",7,0,853,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/853.png","limber","This Pokémon cannot be paralyzed.

If a Pokémon is paralyzed and acquires this ability, its paralysis is healed; this includes when regaining a lost ability upon leaving battle.","technician","This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less.  helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.","viii",390
854,"sinistea",14,0,854,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/854.png","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","cursed-body","Moves that hit this Pokémon have a 30% chance of being Disabled afterward.","viii",2
855,"polteageist",14,0,855,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/855.png","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","cursed-body","Moves that hit this Pokémon have a 30% chance of being Disabled afterward.","viii",4
856,"hatenna",11,0,856,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/856.png","anticipation","When this Pokémon enters battle, if one of its opponents has a move that is super effective against it, self destruct, explosion, or a one-hit knockout move, all participating trainers are notified.

The move itself is not revealed; only that there is such a move.  Moves that inflict typeless damage, such as future sight, and moves of variable type, such as hidden power, count as their listed types.  counter, metal burst, mirror coat, and one-hit KO moves to which this Pokémon is immune do not trigger this ability.","magic-bounce","When this Pokémon is targeted by a move flagged as being reflectable, the move is redirected to its user.

All reflectable moves are non-damaging, and most non-damaging moves that target other Pokémon are reflectable.

A move reflected by this ability or magic coat cannot be reflected back.","viii",34
857,"hattrem",11,0,857,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/857.png","anticipation","When this Pokémon enters battle, if one of its opponents has a move that is super effective against it, self destruct, explosion, or a one-hit knockout move, all participating trainers are notified.

The move itself is not revealed; only that there is such a move.  Moves that inflict typeless damage, such as future sight, and moves of variable type, such as hidden power, count as their listed types.  counter, metal burst, mirror coat, and one-hit KO moves to which this Pokémon is immune do not trigger this ability.","magic-bounce","When this Pokémon is targeted by a move flagged as being reflectable, the move is redirected to its user.

All reflectable moves are non-damaging, and most non-damaging moves that target other Pokémon are reflectable.

A move reflected by this ability or magic coat cannot be reflected back.","viii",48
858,"hatterene",11,18,858,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/858.png","anticipation","When this Pokémon enters battle, if one of its opponents has a move that is super effective against it, self destruct, explosion, or a one-hit knockout move, all participating trainers are notified.

The move itself is not revealed; only that there is such a move.  Moves that inflict typeless damage, such as future sight, and moves of variable type, such as hidden power, count as their listed types.  counter, metal burst, mirror coat, and one-hit KO moves to which this Pokémon is immune do not trigger this ability.","magic-bounce","When this Pokémon is targeted by a move flagged as being reflectable, the move is redirected to its user.

All reflectable moves are non-damaging, and most non-damaging moves that target other Pokémon are reflectable.

A move reflected by this ability or magic coat cannot be reflected back.","viii",51
859,"impidimp",16,18,859,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/859.png","frisk","When this Pokémon enters battle, it reveals an opposing Pokémon's held item to all participating trainers.

In a double battle, if one opponent has an item, this Pokémon will Frisk that Pokémon; if both have an item, it will Frisk one at random.","pickpocket","Whenever a move makes contact with this Pokémon, if it does not have a held item, it steals the attacker's held item.

This Pokémon cannot steal upon being knocked out.  It can steal if the attacker has a substitute, but cannot steal when its own Substitute is hit.  If a move hits multiple times, only the last hit triggers this ability.  If this Pokémon is wild, it cannot steal from a trained Pokémon.","viii",55
860,"morgrem",16,18,860,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/860.png","frisk","When this Pokémon enters battle, it reveals an opposing Pokémon's held item to all participating trainers.

In a double battle, if one opponent has an item, this Pokémon will Frisk that Pokémon; if both have an item, it will Frisk one at random.","pickpocket","Whenever a move makes contact with this Pokémon, if it does not have a held item, it steals the attacker's held item.

This Pokémon cannot steal upon being knocked out.  It can steal if the attacker has a substitute, but cannot steal when its own Substitute is hit.  If a move hits multiple times, only the last hit triggers this ability.  If this Pokémon is wild, it cannot steal from a trained Pokémon.","viii",125
861,"grimmsnarl",16,18,861,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/861.png","frisk","When this Pokémon enters battle, it reveals an opposing Pokémon's held item to all participating trainers.

In a double battle, if one opponent has an item, this Pokémon will Frisk that Pokémon; if both have an item, it will Frisk one at random.","pickpocket","Whenever a move makes contact with this Pokémon, if it does not have a held item, it steals the attacker's held item.

This Pokémon cannot steal upon being knocked out.  It can steal if the attacker has a substitute, but cannot steal when its own Substitute is hit.  If a move hits multiple times, only the last hit triggers this ability.  If this Pokémon is wild, it cannot steal from a trained Pokémon.","viii",610
862,"obstagoon",16,1,862,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/862.png","guts","Whenever this Pokémon is asleep, burned, paralyzed, or poisoned, it has 1.5× its Attack.  This Pokémon is not affected by the usual Attack cut from a burn.

This bonus does not count as a stat modifier.","defiant","When any of this Pokémon's stats are lowered, its Attack rises by two stages.

If multiple stats are lowered at once, this ability takes effect with each stat lowered.","viii",460
863,"perrserker",17,0,863,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/863.png","tough-claws","Strengthens moves that make contact to 1.33× their power.","steely-spirit","No description available in English","viii",280
864,"cursola",14,0,864,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/864.png","weak-armor","Whenever a physical move hits this Pokémon, its Speed rises one stage and its Defense falls one stage.

This ability triggers on every hit of a multiple-hit move.","perish-body","No description available in English","viii",4
865,"sirfetchd",7,0,865,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/865.png","steadfast","Whenever this Pokémon flinches, its Speed rises one stage.","scrappy","This Pokémon ignores ghost-type Pokémon's immunity to normal- and fighting-type moves.

Ghost Pokémon's other types affect damage as usual.","viii",1170
866,"mr-rime",6,11,866,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/866.png","screen-cleaner","No description available in English","ice-body","This Pokémon heals for 1/16 of its maximum HP after each turn during hail, and it does not take hail damage regardless of type.","viii",582
867,"runerigus",9,14,867,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/867.png","wandering-spirit","No description available in English","","","viii",666
868,"milcery",18,0,868,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/868.png","sweet-veil","Prevents friendly Pokémon from sleeping.","aroma-veil","Protects allies against moves that affect their mental state.","viii",3
869,"alcremie",18,0,869,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/869.png","sweet-veil","Prevents friendly Pokémon from sleeping.","aroma-veil","Protects allies against moves that affect their mental state.","viii",5
870,"falinks",7,0,870,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/870.png","battle-armor","Moves cannot score critical hits against this Pokémon.

This ability functions identically to shell armor.","defiant","When any of this Pokémon's stats are lowered, its Attack rises by two stages.

If multiple stats are lowered at once, this ability takes effect with each stat lowered.","viii",620
871,"pincurchin",5,0,871,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/871.png","lightning-rod","All other Pokémon's single-target electric-type moves are redirected to this Pokémon if it is an eligible target.  Other Pokémon's Electric moves raise this Pokémon's Special Attack one stage, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest Speed stat, or, in the case of a tie, to a random tied Pokémon.  follow me takes precedence over this ability.

If the Pokémon is a ground-type and thus immune to Electric moves, its immunity prevents the Special Attack boost.","electric-surge","When this Pokémon enters battle, it changes the terrain to electric terrain.","viii",10
872,"snom",6,12,872,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/872.png","shield-dust","This Pokémon is immune to the extra effects of moves used against it.

An extra effect is a move's chance, listed as an ""effect chance"", to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect.  For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate.","ice-scales","No description available in English","viii",38
873,"frosmoth",6,12,873,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/873.png","shield-dust","This Pokémon is immune to the extra effects of moves used against it.

An extra effect is a move's chance, listed as an ""effect chance"", to inflict a status ailment, cause a stat change, or make the target flinch in addition to the move's main effect.  For example, thunder shock's paralysis is an extra effect, but thunder wave's is not, nor are knock off's item removal and air cutter's increased critical hit rate.","ice-scales","No description available in English","viii",420
874,"stonjourner",13,0,874,0,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/874.png","power-spot","No description available in English","","","viii",5200
